# g K weights
3.446543686394090145e+00 1.779253309382042625e+00 2.279342891509168094e-04
3.235109174729458026e+00 1.364291650334142236e+00 1.104500447446849144e-04
4.197255012820948039e+00 1.652483739465559598e+00 2.509647779530505083e-04
3.989220272635283671e+00 1.410592445352182978e+00 1.575033362354953648e-04
6.247968085582076725e+00 1.873582488138460400e+00 4.690426216009060826e-04
6.712454585260245743e+00 2.005065562595481854e+00 7.512863457861098857e-05
6.165286831843632243e+00 1.912091735898553413e+00 4.428182178651458335e-04
5.823679355654827638e+00 1.789495876416638431e+00 7.230206678249095486e-05
5.520731549198773180e+00 2.036389219438152320e+00 1.308840241039573851e-04
7.030495834631372176e+00 2.172666083460459863e+00 7.806903624624155044e-05
5.123475723110674451e+00 1.888678660874328008e+00 2.933205016844302898e-04
5.420249813527975746e+00 2.181095844696296027e+00 1.835742781695949848e-04
4.857674122782813519e+00 1.523194645669827096e+00 2.793500972206934508e-04
6.384705580721242058e+00 1.884930995856567426e+00 2.565577709517137951e-04
6.694070858259419055e+00 2.000352488471683010e+00 2.049224841866062962e-04
4.893934220542441871e+00 1.872307420728658300e+00 2.371171908443025329e-04
5.098252909671837863e+00 1.597119421571559172e+00 2.986861940639356497e-04
6.888818305835560984e+00 2.563853600498088525e+00 2.194693185167487790e-04
8.586718864243856331e+00 2.086625286060983075e+00 9.662380656658292136e-06
6.474614438611215661e+00 1.740542905643335692e+00 1.578747905726427371e-04
6.940809062352776060e+00 2.043243774668879631e+00 3.365693162787970392e-04
4.128582317743921593e+00 1.874940244697185454e+00 3.559561407631019582e-04
6.283150792033957543e+00 2.826506058896447904e+00 3.334794691329095724e-04
3.291615630964502603e+00 1.177416041549821601e+00 2.318545460235543328e-05
6.245463457379497818e+00 1.705722485816009382e+00 2.264073710939012703e-04
4.614046233493539262e+00 1.679117129922471863e+00 4.802381810214616199e-04
4.448771076846822936e+00 1.826452944686360214e+00 1.639979883529385897e-04
5.319156793989066045e+00 1.604175323264346975e+00 5.024227898401549585e-04
4.967061081560390612e+00 1.649629510284958078e+00 3.997751880037985102e-04
3.868825375302367142e+00 1.339899680519398339e+00 8.130384845634190433e-05
5.306119386658163961e+00 1.970878019521080660e+00 2.380650001434376215e-04
7.517032772233983806e+00 2.050329572420384938e+00 1.331852001966859632e-04
5.286189408434513126e+00 1.617296974987190605e+00 3.163751027519949880e-04
4.305838827231072585e+00 1.637004380046532148e+00 1.258852952351845579e-04
4.654848133314509973e+00 2.066879006946513719e+00 6.468104347268267777e-06
5.948839794813826742e+00 1.847181719264058053e+00 4.534654924057691635e-04
5.118820676638077494e+00 1.972954357359766764e+00 2.101455742239055277e-04
6.252129228882931322e+00 2.061600803251732117e+00 3.537985765321049374e-04
2.362393617725484507e+00 1.375442743797884448e+00 3.530036404196497195e-04
5.631101536352197456e+00 1.655010319614860670e+00 3.983400383267427240e-04
4.296695124912295327e+00 1.345128890532877097e+00 1.372414255259054965e-04
4.803379902833159854e+00 1.671318305062023724e+00 1.166621004941364792e-04
3.395654660077243925e+00 1.487905818313074668e+00 5.026689241243288784e-05
4.408073123793780468e+00 2.165827864458745644e+00 1.293625294796140694e-04
6.781042795639010912e+00 2.326628916954380344e+00 2.376011284304570151e-04
7.057029990787776264e+00 2.230863175602137982e+00 1.627100404951277782e-04
4.717579028948722275e+00 1.701846918762023320e+00 3.354784033457000494e-04
5.727225508269761178e+00 1.671282907367641846e+00 1.571853965393397014e-04
4.385884340953483118e+00 1.557281148105480240e+00 3.921845630906201091e-05
5.707166001777924436e+00 1.684593634300947773e+00 2.555605851933000130e-04
5.409873346477386491e+00 1.832716099321354930e+00 8.239751105656551941e-05
4.424216278896487609e+00 1.423586067820442613e+00 7.854009403815245509e-06
4.825796780925188045e+00 1.807458720411340813e+00 9.750157526942222731e-05
5.581815067706976663e+00 1.618960170881099003e+00 3.194563217777994730e-04
6.196441458536316560e+00 1.922359112814008286e+00 2.623881720970878918e-04
4.816721070826663897e+00 2.205587869866983741e+00 4.239323201379580872e-05
4.835376517569800470e+00 1.422633299214414393e+00 2.070571773634502814e-04
3.741277664339205167e+00 1.476858511289413700e+00 1.903635913124413740e-04
2.673842217691449363e+00 1.233211539051949801e+00 8.715441176660773507e-05
5.253439461954047651e+00 1.683420640423148429e+00 3.554505909383037635e-04
6.507343872517321159e+00 2.129107978784125610e+00 1.715172786941932567e-04
4.681886543843958748e+00 1.383431090894028159e+00 2.848945930565325533e-05
7.552015338144094869e+00 2.076591394431243298e+00 5.469021351326536998e-05
5.545113622773849116e+00 1.802447705728116967e+00 4.935824498017764511e-04
3.199025367258532260e+00 1.418057924646145551e+00 2.598457659647907566e-04
7.390145332367890951e+00 2.121522290903918417e+00 1.490702918940617989e-04
8.279729999897499582e+00 2.794036244078619280e+00 2.136018114207954195e-05
4.790661233965720633e+00 2.097039529390092749e+00 3.749586066446586986e-05
2.242565008015646288e+00 1.153190123960827096e+00 2.239724292480070269e-06
4.332175635806781777e+00 2.147767052512803865e+00 1.920969440696578559e-05
7.222798554815815564e+00 1.993466403819513566e+00 8.821241254534146375e-05
3.610262733707727989e+00 1.470665725167848548e+00 1.509676043498104909e-04
8.932109806389709306e+00 1.994795550407600260e+00 1.301164627313660577e-06
4.702503368253767135e+00 1.557798500660181551e+00 2.383940541189566659e-04
4.905303291194976545e+00 1.688528524945801967e+00 5.052737735305149087e-04
4.933165045636363821e+00 1.472719705777361554e+00 7.573492203435978215e-05
6.228667635887301657e+00 1.905083350569222622e+00 1.404434229089470624e-04
4.301919473560655405e+00 1.841773136600529215e+00 9.442860983324252288e-05
7.138952934969438502e+00 1.920625184109418626e+00 1.938547263534705389e-04
4.267913812910181903e+00 1.529785020740688894e+00 4.790836199480271525e-04
4.088794165394356916e+00 1.436850235622453731e+00 1.686145104180089744e-04
5.449306211357380469e+00 2.117588129198939129e+00 7.046597323729474744e-05
5.896898253027655912e+00 2.006860799623502611e+00 3.557714613916574168e-04
6.623437524069674787e+00 1.686362367511396121e+00 8.764867839923710740e-05
5.318175028370880852e+00 1.843407114579418193e+00 2.341350457758645514e-04
5.383914027813932357e+00 2.009504233347410462e+00 1.701358096649651698e-04
5.706925773548921832e+00 1.721835662406400846e+00 1.612345936568769750e-04
5.539771271188817181e+00 1.559736058529204161e+00 2.374032189982501343e-04
5.405641934268591520e+00 2.078108118943068128e+00 3.649524207149523899e-04
4.977802542090032922e+00 1.870504998863218526e+00 2.599905793198355750e-05
5.697030213144914867e+00 1.730890123389375646e+00 4.420391775004138091e-04
4.379473039379336186e+00 1.931808987591333349e+00 6.544607063436417172e-05
4.670993607896441802e+00 1.615449475066081053e+00 4.545858879958387792e-04
6.555724015753987999e+00 2.130237324865608795e+00 7.784234874777961504e-05
6.638601035055413213e+00 2.195286660335185047e+00 6.152219029303104597e-05
5.932300722479891597e+00 1.777785985255483814e+00 3.732844769299141670e-04
2.351638435344495459e+00 1.421612267620800285e+00 2.874344009103802378e-04
5.923207823458645827e+00 2.066071074336484514e+00 3.585268942213756739e-04
6.165293088315176639e+00 1.875651250681253712e+00 1.602529841064610045e-04
6.763173376068234433e+00 2.478631223260379990e+00 5.667769209830169643e-05
4.788352952556869546e+00 1.696830708136043642e+00 1.654442580812516246e-04
5.801764696327495585e+00 1.704704133479886252e+00 1.775185870594745904e-04
5.422051967416845919e+00 1.919267533680874438e+00 3.491480575436414812e-04
7.612478184033082407e+00 2.627502016673226137e+00 1.928221022395398032e-05
4.989182271593037399e+00 1.662441322754661721e+00 2.838387794021404991e-04
4.657919996514851668e+00 1.690906871148961210e+00 2.400338817162362478e-04
5.570661269358965662e+00 1.640256904342313415e+00 1.735438794436782426e-04
6.084903827237594598e+00 1.871355004727940141e+00 4.251471237133889395e-04
8.006136923844712427e+00 2.119159761298293976e+00 4.697826157432174229e-05
4.043964591609966241e+00 2.072574501832629590e+00 7.180341841003610038e-05
5.406761596219011423e+00 1.866545732982861860e+00 2.692160921386676999e-04
4.969835944126169913e+00 1.602756178727810177e+00 3.642161417855438606e-04
7.392536371369281767e+00 2.348727274814852439e+00 4.225486697839395947e-04
8.240115178784980898e+00 2.448428502150484576e+00 1.027619705477393722e-04
7.650282631738228645e+00 1.999117897948626155e+00 3.204614717741717240e-04
4.834942290222483230e+00 1.578204776039909163e+00 4.176731848141646474e-04
2.104769880212713051e+00 1.142972303246394539e+00 1.075373529922419807e-05
4.903368012965786171e+00 1.836204276551575587e+00 2.685417405808154388e-04
6.584546500033583882e+00 2.027133474922309997e+00 1.579086249290824744e-04
3.868512644004238332e+00 1.863685396565987418e+00 3.291109085256949004e-05
5.596401205504585974e+00 1.665142377735508106e+00 4.351636117713386328e-04
4.152664786287465049e+00 1.881086981180558171e+00 1.689634155506826788e-04
5.433765136261038187e+00 1.941753247958083239e+00 4.100315758805548228e-04
5.067980830048663066e+00 1.662541999651430791e+00 4.777367974891405696e-04
5.077033576988990937e+00 1.519415364262167056e+00 4.590668910033434249e-04
4.793387483939056892e+00 1.488827850495845428e+00 2.947800858887783147e-04
4.514136350555340016e+00 1.407097827158150238e+00 2.419973979714129390e-04
6.906694137270606326e+00 2.246792187712037592e+00 1.989792111886525103e-04
4.921168285447649282e+00 1.845652932413368585e+00 2.335742566375319826e-04
5.032523028901589868e+00 1.956489356960650738e+00 3.108304114503665115e-04
3.861347747579071843e+00 1.522912184938781666e+00 8.769195297747180834e-05
5.499761774029194861e+00 1.566452027936319435e+00 9.669344211762957936e-05
4.073767778454828736e+00 1.374303921928650807e+00 4.123340457253964913e-04
6.381531916955613504e+00 1.971673460616911955e+00 2.926750910184722720e-04
4.929765258386439974e+00 1.687088311996212342e+00 5.067395266071507637e-04
4.156968461379499047e+00 1.749713842848311884e+00 2.409296285139628224e-04
5.638292010233443285e+00 1.473610738849299384e+00 7.102073335241455730e-06
5.756196581486856090e+00 1.813514228582574273e+00 2.621460967584748696e-04
7.704329575130569374e+00 2.072833628536918660e+00 1.325560748766151174e-04
5.801696341422905689e+00 1.830247697367338944e+00 1.447707010517298358e-04
4.252521834304462622e+00 1.655944785941502628e+00 1.960569063578065777e-04
5.475335854934205493e+00 1.953240645843249412e+00 1.610010478703837356e-04
6.232670507999641174e+00 2.464297945513999721e+00 2.975982286094975898e-05
6.576512737399072606e+00 1.840200164868247557e+00 3.157018434702108228e-04
3.885312306410985794e+00 1.497082297458888211e+00 3.430748499214379861e-04
5.023075840006176129e+00 1.884076793392361004e+00 3.933219392560101781e-04
9.060190197466635453e+00 2.595228391907396848e+00 1.682293205790335051e-05
4.802830644180827946e+00 1.872800000325289593e+00 3.872134357034760457e-05
5.935189262687640799e+00 1.930632497614667153e+00 1.465018972787597551e-04
6.902734811915949287e+00 1.767393381717681455e+00 4.389304312127062762e-05
4.894028614429374535e+00 1.965623646435032734e+00 2.853862968099751926e-04
5.005238915299760727e+00 1.804311193615518949e+00 1.213877389123310701e-04
6.484518468522114887e+00 1.822920181525320649e+00 1.799629829762985119e-04
5.802060663728889622e+00 1.790930541859284686e+00 2.840843733055944302e-04
5.427542165813244779e+00 1.583212560829245108e+00 1.295732723704958822e-04
6.467627910008340919e+00 1.851709924504862048e+00 3.029927105829487936e-04
4.246108291710956273e+00 1.592438146391914833e+00 3.223851135415976301e-04
4.533766709143922213e+00 1.636579489827220790e+00 2.689690199261325545e-04
3.724783611027126629e+00 1.633886457586734009e+00 1.364130062997026180e-04
4.216149185012912248e+00 1.680681563986027527e+00 2.744732311757138522e-05
4.821665539653177568e+00 1.451587816280859755e+00 5.016939478626519702e-04
6.866130918806209849e+00 2.135633513627685609e+00 3.247418715995831163e-04
5.487746537764522259e+00 1.809600955931541355e+00 3.279544655299447098e-04
4.345919640733155731e+00 1.539032822008331580e+00 3.130696315636872736e-04
6.010932340735344326e+00 1.749459320597339662e+00 2.304331293948351999e-04
6.514873260964110457e+00 2.270662490286946333e+00 1.680016157728966549e-04
5.803771334906139501e+00 1.914453007883220259e+00 2.380911102941448646e-04
4.012255285903293611e+00 1.500261000727115768e+00 2.594269132554160532e-04
5.861394239661944283e+00 2.111350252705248565e+00 1.284711135590511704e-04
4.406722339450188208e+00 1.596727611921908263e+00 2.518982765035445611e-05
7.075953464270448912e+00 1.951734354134991190e+00 4.114194957281839247e-04
5.187764207657325599e+00 1.500233738519865856e+00 4.404588867098043403e-04
4.639358865203485394e+00 1.885609021734359292e+00 3.286982687226599987e-04
4.635451040307421167e+00 1.907285952538292362e+00 4.407316943037259817e-04
4.217668812739855611e+00 1.648741358589035144e+00 3.149850959628304491e-04
5.850446755184323777e+00 2.007945842391231750e+00 1.015412954753169795e-04
4.399363993006373263e+00 2.025182238983650684e+00 1.856401049333488936e-04
3.620619433473037052e+00 1.479756422534016291e+00 2.459447354609093522e-04
5.839663812095951201e+00 2.039901305544529642e+00 2.522359979663327950e-04
4.939056900398452576e+00 2.013861742768593199e+00 3.250890062097290512e-04
5.228190160855496593e+00 2.125888478156196637e+00 8.272624280281514646e-05
4.703269293976317655e+00 1.337059150182069223e+00 2.538036931907992856e-04
5.995058850913851600e+00 1.930171002876744701e+00 3.990170820529367023e-04
2.508098489213129945e+00 1.295298855332250199e+00 2.060666855625133901e-04
5.617922922295274901e+00 1.628489771191674151e+00 2.595200612564359677e-04
5.377193892423065336e+00 1.722565404581550608e+00 2.357416484859666857e-05
3.388443845267867793e+00 1.654754439296745705e+00 6.270996686780009580e-05
6.404755028900076752e+00 1.967864578766664430e+00 1.775890657610271813e-04
6.789391284771319590e+00 2.036470676228521626e+00 6.430695232077463799e-05
4.197119718932786903e+00 2.130940785751529454e+00 2.745005373314304329e-05
5.856254507968539968e+00 1.857403056197500124e+00 4.323995564420778310e-04
4.304336450989340257e+00 1.599043667585052786e+00 4.814809162617224780e-04
4.419587163414627540e+00 1.774110317323950747e+00 3.027352016971641730e-04
5.566410643866890773e+00 1.814776843783576066e+00 4.865682499045853550e-04
4.005583238759109044e+00 1.810737899509138327e+00 7.814540970535733243e-05
5.213261390267297735e+00 1.693175593025168846e+00 4.759911275295280520e-04
3.647657475851776354e+00 1.639235295220861088e+00 6.990182481988567117e-05
3.504321514666473458e+00 1.498875853856922458e+00 2.537794582954050276e-04
7.532347466152542026e+00 2.168717021269068290e+00 1.195998153324546998e-04
7.450612152549970446e+00 2.159605198805499615e+00 6.860171190884932458e-05
3.035105721257856271e+00 1.561807729196428962e+00 4.959998822531317764e-04
5.249738270500754034e+00 1.688622113035439742e+00 3.757595523371787391e-04
6.437079932321885245e+00 2.110424840682429970e+00 2.779532672940666547e-04
3.872354372971873904e+00 1.461628228605819091e+00 2.619927121875249994e-04
1.910661864815491828e+00 1.081413022858821682e+00 1.492903574803468705e-05
7.304579098258898284e+00 2.203572420698928003e+00 9.239691752020659521e-05
5.984407521493687376e+00 1.612521036160746268e+00 1.960713266061991716e-04
8.284881381122330524e+00 2.410899588493437218e+00 3.126237440265526129e-05
5.295418099668979472e+00 1.836800233511680647e+00 4.664243418723465723e-04
7.234492195124142100e+00 2.002290214966546689e+00 1.900719117204671790e-04
5.261575919334313234e+00 2.180058500500805962e+00 2.065727484692070364e-05
4.311067862479282198e+00 1.326974980679402227e+00 1.098147938859269267e-05
4.720541919071465031e+00 1.322619448217264626e+00 3.559770150898935786e-04
3.864345428383251679e+00 1.173303399855016860e+00 5.704365256325821529e-06
4.377462549954175941e+00 1.569505146110250049e+00 3.306652646794115322e-05
5.826122173232962886e+00 1.807759275821849254e+00 4.213941823425028702e-04
5.177481527877574763e+00 1.505437521467196671e+00 3.144534968185698650e-04
3.108807520723927187e+00 1.602537547083669800e+00 1.063697821787684482e-04
6.923868562405976590e+00 2.246594173267738803e+00 1.218817706732090814e-04
3.711679637195180792e+00 1.308357575589493837e+00 1.943943631673718221e-04
5.303302271855347527e+00 2.026087455711053753e+00 1.210933904598929619e-04
5.391130200830280828e+00 1.692352835789741716e+00 4.146309006614647130e-04
7.525871865001506400e+00 1.973663438640318901e+00 4.737240162807502191e-05
4.395160526546407986e+00 1.588009080944919216e+00 2.429594426341189222e-04
4.587286558610240483e+00 1.332854509345877236e+00 1.693370567252236751e-04
4.698002767219728426e+00 1.740629818668076201e+00 3.177177424352427542e-04
7.561056367047149784e+00 2.511163653122450157e+00 1.386737323758735615e-04
5.005352975250143110e+00 1.751937795449880708e+00 5.061401842581949402e-04
8.285267163762648934e+00 2.511546601841493587e+00 8.468505308729720586e-05
4.935333505944390353e+00 1.864427650961438365e+00 2.881780987677762295e-04
7.226437966341560326e+00 2.311509317295240784e+00 9.994703050737432015e-05
4.285455917741051834e+00 1.671773235817774816e+00 4.206621706654163476e-04
4.970786698618963051e+00 1.798674760667447137e+00 4.406668594380983104e-04
8.483334057092379865e+00 2.560891888995677323e+00 1.604855814468382808e-05
7.038678389569637872e+00 1.995440891086689650e+00 7.478049681997434668e-05
2.724358437451743331e+00 1.239637967447435596e+00 2.348886592562108994e-05
3.791378300577277649e+00 1.428725277639491864e+00 1.180951301539458621e-04
5.415244666527851081e+00 1.861503782074065416e+00 4.442441407714611628e-04
2.691897206021270250e+00 1.153283434193818069e+00 1.288324423237902109e-05
5.484210417481964583e+00 2.061450344248823896e+00 5.154476544705129809e-04
5.092874989081308534e+00 1.743438349541771348e+00 3.000734758959777205e-04
4.579636503110505963e+00 1.859522045912979316e+00 1.218298603940806365e-04
6.524115020780265617e+00 1.915019288306805123e+00 1.927418628463457948e-04
8.269430644260236107e+00 2.395311759649755068e+00 4.299425125852397814e-05
5.915043544943170417e+00 2.622510057908038483e+00 1.229672328698714037e-07
4.120601747888219535e+00 1.321291581485767086e+00 5.084690467210629857e-05
4.723906740090385803e+00 1.674414593234839321e+00 2.267079360726123908e-04
4.553500761478035841e+00 1.776423970219645820e+00 2.361841705346981121e-04
3.215480359597433058e+00 1.548370658923283294e+00 4.343279278063570155e-05
4.317785230301393717e+00 1.840653637141616228e+00 2.260154708266699796e-04
5.281254397026318159e+00 2.274937735997946575e+00 1.183714795916720657e-05
5.890563678547596993e+00 1.916332457757222274e+00 7.063278249842037287e-05
5.777447793449029589e+00 1.639746908833086492e+00 3.062922937553830293e-04
5.176416707185846455e+00 1.804080335539942403e+00 2.261490755375947671e-04
4.863227511253056967e+00 2.052954480217116906e+00 3.435882043157610915e-05
3.440803377839766863e+00 1.511114270452912800e+00 1.019053880291459317e-04
6.512209129612411829e+00 1.796235367401404437e+00 1.372381907692168869e-04
5.474268058447656848e+00 1.792724990282496211e+00 2.102438569193138679e-04
5.081118919991396865e+00 1.903360243796468287e+00 2.501349484070188272e-04
8.256884033492752906e+00 2.058274004617068886e+00 1.580443685650360482e-05
3.297773961161972522e+00 1.492892896170584516e+00 3.652794814119865387e-04
3.769212181269575357e+00 1.359550852580462044e+00 4.500395630303887558e-04
5.554549031240156864e+00 1.909955933582509591e+00 3.278336393787066399e-04
5.282605632363678971e+00 1.878001368105008506e+00 3.971975464524683027e-04
4.933536110163992738e+00 1.639766704654002982e+00 3.171756528641866469e-04
6.428360527423166104e+00 2.198200077613227776e+00 2.037700015921393255e-04
6.786009390849937262e+00 2.009100074868138908e+00 3.272603851914538818e-04
7.036636572572853687e+00 2.016377096047193618e+00 1.969815979820527263e-04
4.862897729430709859e+00 2.058153433978191504e+00 7.518337613483355416e-05
3.520648458571603356e+00 1.548289405716230416e+00 5.591905206800475847e-05
6.005230911726720855e+00 2.089172666501605491e+00 2.672656099244550003e-04
4.013277963817558636e+00 1.556318801511388239e+00 2.068629041071715199e-04
2.250551626947522532e+00 1.011712339458251453e+00 5.131579599960105133e-09
5.201646853526034064e+00 2.188570706243137654e+00 9.128175679494760083e-05
4.718321803197531139e+00 1.941102026457224961e+00 1.298973564111162167e-04
4.798430288290282064e+00 2.037844933795869728e+00 1.172669099584548172e-04
3.752477376047603119e+00 1.586250230601726319e+00 7.025314862809169277e-05
6.434958243029093694e+00 2.003420130999204130e+00 1.716755355279059683e-04
4.431961304299127491e+00 1.519877871320852503e+00 1.319662380803087397e-04
4.788364908780151197e+00 1.636822102974850868e+00 3.120586211064007263e-04
6.758498460191284529e+00 2.153192435178800324e+00 1.867795364441478327e-05
3.540644610570945261e+00 1.211350237938753294e+00 4.525893289051156399e-05
3.781116933647875378e+00 2.135857544412457010e+00 2.341836733454380590e-04
5.001754612859766524e+00 1.677818216710159627e+00 5.039492530396241484e-04
6.205627615731748037e+00 1.890876534501366057e+00 4.271949068110797746e-04
4.256239365134190322e+00 1.919784650183044894e+00 1.833985131145628568e-06
6.292275607591204967e+00 2.024699762951539306e+00 2.586373280463598085e-04
4.858716994622689356e+00 1.605889994318010938e+00 3.977649463958194548e-04
6.141817537796040227e+00 1.681438967602436385e+00 1.675545557635199103e-04
5.993146300409523342e+00 1.417195449505514127e+00 1.050667440219055140e-04
3.662482419848781756e+00 1.627509186094079130e+00 1.854863056267377094e-04
6.532849055260426141e+00 2.548731122942945682e+00 5.354129475434020101e-06
8.055539587230214238e+00 2.032434363029664848e+00 4.328907670604198178e-05
6.863254859904105665e+00 2.390165302550734339e+00 8.841469533483271902e-05
6.941852163359475192e+00 1.942934101541152536e+00 9.090541954977256612e-05
4.578900915689664508e+00 1.632857108271703606e+00 1.857374753660786680e-04
4.387996646293029990e+00 1.886087851574477225e+00 8.874915471604837686e-05
2.885260428724792270e+00 1.246375160953714145e+00 1.908171880520011758e-05
5.897204095037388072e+00 2.182685766856114373e+00 2.814982981925399767e-04
5.544912950063612733e+00 1.930038065054190177e+00 1.389824172025468747e-04
5.538322387340564035e+00 1.775531945076323170e+00 3.739663026155817262e-04
3.111774725464796276e+00 1.301619329135332181e+00 6.574828722054420441e-05
5.493983042331841204e+00 1.898936395724755810e+00 1.742168328473128302e-04
5.190685966744420732e+00 1.775564833053977498e+00 5.065995717449213107e-04
5.445580883644427495e+00 2.096099252541367974e+00 2.452069592033067724e-04
4.994649481622355225e+00 1.915189543152096441e+00 5.116560490435977234e-04
5.831108589429441658e+00 1.971298912344487952e+00 3.263777239620661678e-04
4.566514774508883434e+00 1.409238282601232184e+00 7.332351701723803324e-07
4.643927598474320462e+00 2.042428465383321790e+00 2.866708057690062916e-05
6.805468340646571690e+00 2.153561787944811012e+00 3.625665535285909756e-05
4.868516146776528331e+00 1.762198833550980615e+00 4.580467553341791942e-04
5.399603974499108894e+00 2.228414989949057734e+00 6.756096438524852182e-05
3.986875187533506448e+00 1.456609734014025603e+00 1.569556378951865872e-04
3.748604444464563645e+00 1.915890476538530063e+00 1.929023074006756242e-05
2.221662576557729807e+00 1.160491294599973466e+00 8.300008879858472832e-06
6.290898805299298679e+00 1.772116188169120532e+00 1.732100997522081247e-04
5.684939148921309027e+00 1.834179904992375709e+00 2.415460035164723046e-04
5.029468514223916387e+00 1.701125932469711888e+00 4.307083459807507461e-04
2.462898503017014740e+00 1.329503039964443190e+00 1.805971799515151206e-04
3.851915460009607717e+00 1.489049324718822120e+00 3.338835816871722539e-05
4.976021137213552770e+00 1.782209925946257378e+00 3.229548731047105718e-04
3.418824451983613955e+00 1.517672089965629301e+00 1.820374593376358110e-05
5.469450766717228518e+00 2.128593058291824658e+00 1.708987816165463637e-04
5.051932303650955802e+00 1.645615606734792458e+00 3.022540543643835562e-04
4.560961489549288927e+00 1.552064751816328414e+00 3.004543219349390569e-07
5.692420373756650775e+00 1.890791536487554714e+00 4.292650912971565928e-04
6.257765553756992283e+00 1.997229147630894097e+00 2.279918912099407043e-04
7.268832460913748683e+00 2.018576712863391354e+00 2.566274345636175070e-04
3.723979698365470714e+00 1.207992888485408534e+00 1.008860201227196148e-05
6.199192650986449671e+00 3.261559783751991404e+00 2.898266775137200411e-07
5.706603193483852365e+00 1.995752776558880726e+00 2.254754285080241133e-04
3.947340392541345278e+00 1.804605489902929127e+00 1.632074769706513817e-04
4.089245229089264022e+00 1.530815282552345113e+00 2.804311689184416654e-04
5.085579697933320986e+00 1.684898535108735995e+00 3.737250164716336719e-04
6.207819103722153287e+00 1.966169834654559079e+00 8.155940258854810665e-05
6.681147613153994413e+00 2.062579119019357865e+00 2.915096172450875787e-04
7.195199236423903244e+00 2.190192338632823255e+00 3.665525196557891264e-04
5.460174224612044824e+00 2.337166258634032268e+00 1.723264428098267054e-05
3.369798704546405066e+00 1.448115819204456978e+00 1.358655046126206649e-04
4.806992731090408810e+00 1.793570812196412678e+00 3.949162703768590698e-04
6.004705896371609342e+00 2.375717839200435666e+00 4.270953759631289858e-05
7.465198674071692686e+00 2.300162134653093382e+00 1.046019579314752421e-04
5.742437663599701203e+00 1.761002850417739962e+00 3.960610393178598011e-04
7.130422459681034830e+00 2.134124233951565142e+00 2.072243803012801253e-04
5.463540293295139350e+00 1.869528700456569492e+00 2.376238622894231447e-04
5.168332548238332436e+00 1.822325459765535838e+00 2.016102829217710423e-04
6.581861841838078320e+00 1.653440669802069607e+00 1.304285114322997817e-04
5.033633888876605234e+00 1.882860930535487531e+00 3.241039166343642340e-04
3.894776650850267252e+00 1.540340975859582739e+00 1.853568527423752666e-04
4.852067595266563949e+00 1.755010151406776631e+00 2.149266513501595945e-04
4.655166144728507760e+00 1.481554753768941968e+00 1.538602793067528774e-04
6.281068817520376157e+00 1.768629615212384598e+00 2.023870125111734111e-04
5.000971677964777484e+00 1.808163611829775030e+00 2.505951948124346255e-04
4.955303986214614653e+00 1.828604797630948964e+00 4.495325144614646315e-04
4.215207833810437066e+00 1.381180485675394420e+00 1.035355196912000984e-04
8.426533546634734861e+00 2.290493299959266871e+00 9.427766318635006639e-05
5.204667461123850813e+00 1.755965043939748726e+00 5.172633893243861088e-04
5.854480881434820816e+00 1.933534138894785315e+00 3.787613210083131125e-04
6.666436620223882947e+00 2.179339813762966926e+00 2.952920452728286221e-04
4.489245674560273791e+00 1.656108560174461619e+00 3.537781705116743464e-04
8.776544845598181155e+00 2.041357205022513277e+00 1.480330820149908786e-04
6.365016392466686490e+00 1.801721810726765849e+00 1.447825663271637506e-04
4.352615788925676910e+00 1.541607499017746186e+00 2.850914381068604805e-04
4.163437386507906623e+00 1.885538412344614834e+00 6.188304868803764115e-05
3.279639169505558449e+00 1.529811780821142886e+00 6.098479948880338445e-05
3.779290586011868847e+00 1.894901645241392485e+00 7.779720535880006119e-05
6.565085924664272099e+00 2.107488087049456560e+00 3.835087817481029528e-04
3.137980030536145826e+00 1.500597380510300560e+00 3.232293015994690505e-04
4.175473615640079572e+00 1.323895995368328693e+00 6.730085411735088423e-05
4.459826093366010547e+00 1.708554965511835499e+00 4.054337652833180181e-04
3.187533202517264463e+00 1.161714992890674925e+00 9.206354223094703499e-05
7.262307652017396364e+00 2.293852211593084611e+00 1.658191305302916731e-04
8.861653715093803507e-01 8.626662109387401856e-01 6.202095983811547054e-08
4.082391432960672972e+00 1.618156549626879936e+00 7.688344756658306762e-05
2.417447643692658854e+00 1.235325341700888702e+00 4.175348278370971623e-05
6.561443391727610930e+00 2.303518007225193287e+00 3.921265252915742011e-05
6.735246289656760865e+00 1.931162700265966148e+00 2.869229914465489385e-04
3.704362328758083578e+00 1.457666261732978308e+00 3.454838451694257633e-04
7.179128316822212419e+00 1.907995281394864850e+00 3.897547136240127699e-04
5.466829528659291171e+00 2.329245037783036043e+00 8.713024621934510808e-06
2.331160130649584605e+00 1.261829877548509948e+00 1.622088258923526111e-05
2.945537103903406173e+00 1.162306059324161422e+00 2.482513366774094542e-05
4.388843237260131147e+00 1.811614507139663210e+00 2.328804941059711513e-04
5.453333567232388823e+00 2.219555979614515007e+00 1.341501498310234102e-04
4.666600869716806876e+00 1.934872893007992367e+00 1.556265213086894031e-04
4.684765026378414632e+00 1.649467755378416944e+00 2.374629739636054560e-04
5.221961105332790787e+00 1.742200827972395727e+00 2.667671134117291206e-04
4.994514653653697067e+00 1.727202707917886437e+00 3.893628053070179325e-04
